cell,attempts,source_clusters,root_passages,reference_voices,arm_a,arm_b,role,metric,delta_a_minus_b,method,lo,hi,n_valid,n_empty,degenerate
B4::new_external_heldout,11,11,11,8,cosy_long,cosy_base,secondary,correct_word_recall_pct,71.94394987969689,source_voice_crossed,50.776266569571725,88.58906070347551,9959,41,False
B4::new_external_heldout,11,11,11,8,qwen_long,qwen_base,secondary,wer_all_pct,-37.307272815746835,source_conditional,-47.67668919525173,-27.45812923883268,10000,0,False
B4::new_external_heldout,11,11,11,8,qwen_long,qwen_base,secondary,wer_all_pct,-37.307272815746835,source_voice_crossed,-56.04746517624122,-21.190967607725828,9959,41,False
B4::new_external_heldout,11,11,11,8,qwen_long,qwen_base,secondary,correct_word_recall_pct,38.61635370991251,source_conditional,28.474568190637935,48.976233178375445,10000,0,False
B4::new_external_heldout,11,11,11,8,qwen_long,qwen_base,secondary,correct_word_recall_pct,38.61635370991251,source_voice_crossed,21.09034265369938,56.75403984408477,9959,41,False
B4::new_external_heldout,11,11,11,8,vox_long,vox_base,secondary,wer_all_pct,-50.86687044427535,source_conditional,-61.7953599989058,-39.61390803664685,10000,0,False
B4::new_external_heldout,11,11,11,8,vox_long,vox_base,secondary,wer_all_pct,-50.86687044427535,source_voice_crossed,-67.0408469937898,-32.46977661006921,9959,41,False
B4::new_external_heldout,11,11,11,8,vox_long,vox_base,secondary,correct_word_recall_pct,55.385848722825905,source_conditional,45.294112831490985,64.62166787943441,10000,0,False
B4::new_external_heldout,11,11,11,8,vox_long,vox_base,secondary,correct_word_recall_pct,55.385848722825905,source_voice_crossed,38.55568065172147,68.2653177504128,9959,41,False
B4::new_external_heldout,11,11,11,8,f5_long,f5_base,secondary,wer_all_pct,-4.91623024079735,source_conditional,-5.308559139014463,-4.568118368633979,10000,0,False
B4::new_external_heldout,11,11,11,8,f5_long,f5_base,secondary,wer_all_pct,-4.91623024079735,source_voice_crossed,-5.626733617182808,-4.350067672335395,9959,41,False
B4::new_external_heldout,11,11,11,8,f5_long,f5_base,secondary,correct_word_recall_pct,4.947333639974908,source_conditional,4.58695251286832,5.34826195156966,10000,0,False
B4::new_external_heldout,11,11,11,8,f5_long,f5_base,secondary,correct_word_recall_pct,4.947333639974908,source_voice_crossed,4.362500981115286,5.682781474670629,9959,41,False
B4::new_external_heldout,11,11,11,8,cosy_long_punct,cosy_long,secondary,wer_all_pct,-21.795347973387873,source_conditional,-36.951062036325986,-7.995965634671642,10000,0,False
B4::new_external_heldout,11,11,11,8,cosy_long_punct,cosy_long,secondary,wer_all_pct,-21.795347973387873,source_voice_crossed,-49.412882144860326,-0.8440304638562353,9959,41,False
B4::new_external_heldout,11,11,11,8,cosy_long_punct,cosy_long,secondary,correct_word_recall_pct,6.497291531302587,source_conditional,-3.3714750771686925,17.430541137269223,10000,0,False
B4::new_external_heldout,11,11,11,8,cosy_long_punct,cosy_long,secondary,correct_word_recall_pct,6.497291531302587,source_voice_crossed,-8.499117504913846,25.956334241014208,9959,41,False
B4::new_external_heldout,11,11,11,8,cosy_long_punct,cosy_base,secondary,wer_all_pct,-77.72362762514523,source_conditional,-87.76175500636258,-67.52284198606506,10000,0,False
B4::new_external_heldout,11,11,11,8,cosy_long_punct,cosy_base,secondary,wer_all_pct,-77.72362762514523,source_voice_crossed,-94.08240759046866,-60.686562984595895,9959,41,False
B4::new_external_heldout,11,11,11,8,cosy_long_punct,cosy_base,secondary,correct_word_recall_pct,78.44124141099947,source_conditional,68.41606480769416,88.17497373673649,10000,0,False
B4::new_external_heldout,11,11,11,8,cosy_long_punct,cosy_base,secondary,correct_word_recall_pct,78.44124141099947,source_voice_crossed,61.443048579072084,94.36608205656056,9959,41,False
